(0.96451316942765973539, 0.083612886086472805661)
(0.97764707432189180351, 0.11094825793452638159)
(0.46817553832693826118, 0)
(0.88103424518936463783, 0.089260505141136379815)
(1.2104169326695632792, 0.18117358169325649013)
(0.34272640083229026123, 0.0024818923456698380703)
(0.6637324119882836066, 0.0267886472188124731)
(0.74802419568053130203, 0.047883674788857021832)
(0.73301051816722593467, 0.033637777812004250929)
(1.0676694277746499029, 0.12953329267843255721)
(0.64893476434208124145, 0.043876160754340794691)
(0.70655824115166094153, 0.051432891857981218269)
(0.94153949507095180751, 0.033234937682920969046)
(0.59058641788636067932, 0.0084055108759757871723)
(1.0131085458984803194, 0.039113616237604038864)
(0.6725761965829157562, 0.079020359317472761415)
(0.54258103707428543216, 0.018451890562312854602)
(0.58219767909687548864, 0.020068376150543038549)
(1.0142581236569937376, 0.040439277723617152084)
(1.1664776684120895488, 0.1446404374514710573)
(0.048986576394622587115, 0.0015270245857775384227)
(0.80688617432336092377, 0.089562972750996468415)
(0.60793528430800842437, 0.019853504623774172605)
(0.87246809221361738314, 0.1193322130494667746)
(0.90688174645981434944, 0.093377415434718449649)
(0.55782489104733944167, 0.011055892908117367679)
(0.19645755488719394796, 0.0067875002028756502036)
(1.1036308694176427919, 0.13629032427187333806)
(0.58514484248086764636, 0.027888633269167566552)
(0.57712116410087307603, 0.0014729714795264556982)
(0.53818843826117361898, 0.005016886860174707384)
(0.33175697225812104992, 0.010110029790031905756)
(0.66808389738562927359, 0.048607061866769712855)
(0.43905226419108464627, 0.0059994434414615322128)
(0.99647911131810944327, 0.096618564734951308811)
(1.2744868381913959521, 0.19836981432712116389)
(0.53727982549158137293, 0.020808740453960955359)
(1.3089665414870335649, 0.19977053885480914005)
(0.64772152384101925482, 0.029197932607970093496)
(0.42112564114201362015, 0.00067002094245794600643)
(1.1756968630738696441, 0.16438646116212309868)
(0.93757688016395626538, 0.084650109524497296417)
(1.0696161911200987248, 0.11682542779881126697)
(0.78900182412500913622, 0)
(1.4215744408845807406, 0.23053979033574315836)
(0.76462112954366501146, 0.056330199462350115385)
(0.49815391492998034744, 0.030706847050593881189)
(1.2096661589673828283, 0.18290659836640040287)
(0.57202163955851797626, 0.050489764806755829617)
(0.85404874707445293342, 0.10946829247766041059)
(0.91213607789127359933, 0.097684394650534684877)
(0.68936780088046438665, 0.038641919011722509481)
(0.63565263323549294736, 0.050175138316185470581)
(0.95216431910303645831, 0.068061383111059152757)
(0.6575055526182280097, 0.024297680015942890187)
(0.74498621743251048862, 0.017821163678247385104)
(0.73237637558296363063, 0.0089742499426504426038)
(1.2288148962203995817, 0.18925973600728584894)
(0.33645931655277555385, 0.019946131619331785739)
(0.087320055967096549557, 0)
(1.0058308303452766489, 0.12957153182694531647)
(0.29405810028969776504, 0.0016750455260403054305)
(0.66316709563897106411, 0.0022749843453296837884)
(0.79035527433600244349, 0.0817736062915599828)
(0.57536701434513061991, 0.019179871663226150623)
(1.1148687086863713835, 0.13655313798914205659)
(0.60558400326556124352, 0.011253410989252349454)
(0.17081744781896167331, 0.0056780967190475914722)
(1.0801048471777102957, 0.10464493612490038066)
(0.86776271010562262083, 0.076346339074113666751)
(0.41000550943419473431, 0.016970080582457821608)
(0.63316231194328992924, 0.022979886370612586351)
(0.50364953710613707223, 0.057147676381473291148)
(0.86195888810916627439, 0.032281096370871902584)
(0.82233258449893909881, 0.041283510968943841199)
(0.92429893065599710481, 0.076826608420833652622)
(1.1753814998638345218, 0.15969841711816208772)
(0.90564562913079498804, 0.039910979553131780002)
(0.67046807714444979731, 0.042617019286112449328)
(0.27846506936863630975, 0.020148058411904904146)
(0.58526346895298641014, 0.039729736343571463383)
(0.59979294452486152535, 0.033622972621875360744)
(0.64723780585442832624, 0.01477936937774344745)
(1.168808892151967949, 0.14947296092890325086)
(0.97228824020379462398, 0.024746068248038753285)
(0.67810191517097689992, 0.002596880805040680714)
(0.51548839664703227236, 0.025753961866576918012)
(0.99908553948152973732, 0.079111079147038728472)
(0.58260282015956989682, 0.066794245373735482674)
(1.4111528889337814702, 0.22820359691793866334)
(1.0217391210768470308, 0.12032832214037547349)
(0.31313128137587128386, 0.0095384515327492894302)
(0.90732101073654372001, 0.093907587653313507989)
(0.52158881835199021602, 0)
(0.76563710455951898109, 0.093471654273292429884)
(0.39221553618818628584, 0.014929183427764523935)
(0.80240532153857166197, 0.078399317386541870753)
(0.96400665092943510248, 0.066922959561642625178)
(1.041017389878843597, 0.12639928204872940907)
(0.67162646376608395706, 0.034279468435808900179)
(0.49355137070397307216, 0.00614379670168309484)
(0.25096542026906373018, 0.005592609388216931629)
(0.50965920045238783097, 0.035900984602907109351)
(0.69526916382309934312, 0.0070016313942749256033)
(1.2195944661227657432, 0.16604134951006419139)
(0.49469897431023272268, 0.033528810776548717219)
(0.73675619396634861797, 0.070496507111235208648)
(0.80753108126673262549, 0.013380328031614055463)
(0.60211424464305744194, 0.051539123342028184176)
(1.0448893302672443749, 0.1396164762498208585)
(0.33238496986399155832, 0.0012747099413073798243)
(0.95004682881587907637, 0.12061569395193215269)
(0.71874201037135651581, 0.044438563634883152839)
(0.64290965021266197282, 0.046813288369031750716)
(1.0112593599323107559, 0.10174229292179896764)
(0.33505704704902603623, 0.0021535289631993673566)
(0.21208682123830616036, 0.0050317484958593200688)
(1.1765352815566143782, 0.16326156641913719735)
(0.75796231113624968403, 0.066465483259670137125)
(0.60295769190720472351, 0.033447485472527737718)
(0.43549360335735466722, 0.018636000455482321415)
(0.32108352422413499985, 0.0096367430038792759217)
(0.18201920024520267533, 0)
(0.91109426956369333518, 0.077794354995975992219)
(0.65909463166250625008, 0.034141388564446968208)
(0.97214129839313490083, 0.094275492959266755977)
(0.37199193145983632902, 0.008454632417596654514)
(0.9665906163423677358, 0.087970637159562559521)
(1.0065981654630428247, 0.09791853742366488346)
(0.47510919284324105037, 0.0019596469269025825259)
(0.21010993179216592046, 0.01013296124955126425)
(0.68377970994388369145, 0.064207285294638686762)
(0.51805615225133859188, 0.0042720660932217132553)
(0.91384058626531161759, 0.1034601465663279044)
(0.5457180567609140777, 0.024794129744337072732)
(0.91849528971813126357, 0.11409937062946083623)
(0.45880252525817957204, 0.0084480101538166871608)
(0.96298272795889567168, 0.019950415743867225616)
(1.2109044556174523079, 0.1776530796544081146)
(0.60945357297358887137, 0.022213227844561210413)
(0.67092227763080498269, 0.070315133497337587014)
(0.46393190909491647126, 0.027445505592067629199)
(1.3503511423582969935, 0.21305150218577366288)
(0.61556791104050833995, 0.018838930149657858607)
(0.68594630390759572076, 0.0063359102842212770015)
(0.64118657328503401429, 0.0080554302549129836371)
(1.0397349688092320731, 0.09679579561682072383)
(0.80260013548323079962, 0.023237286306919770402)
(0.37342233618845757247, 0.002761489548871584572)
(0.44882062339324005733, 0)
(0.72340264293297478214, 0.060264027334069900991)
(0.76880504980845566494, 0.022404278303305070056)
(0.6108938949887871745, 0)
(1.2866035899344975799, 0.18974245306273367061)
(0.15899327059799483681, 0.0059013494922044060628)
(0.48222347244540293942, 0.041343284134399870967)
(0.98929822123858348351, 0.056147529715343584396)
(1.026130680176572219, 0.072667850859668403587)
(0.46523650553560871106, 0.0026385134916986302099)
(0.47109934884040836309, 0.009810570209160525455)
(1.0297379191355161832, 0.081502045134036402753)
(0.7989510815812111387, 0.065628882057257934557)
(1.1429026206382777245, 0.14260637305301559572)
